第1条评论:   “满纸荒唐中窥见满脸沧桑 / 触到神经就要懂得鼓掌
第611条评论:   如果胡同弄堂全部播放

第612条评论:   仔细一看评论都

第613条评论:   等你为我回头

第614条评论:   太喜欢许嵩了，我感觉我上辈子就是个松鼠

第615条评论:   最喜欢杰伦和嵩哥

第616条评论:   法老牛

第617条评论:   许嵩无敌

第618条评论:   万分庆幸许嵩生在现代

第619条评论:   不然我都不知道我九年义务教育要怎么过

第620条评论:   到此为止了

第621条评论:   “嘴上说着单身挺好，可是看到两个人，还是会沉默”

第622条评论:   男神啊

第623条评论:   还记得听你的第一首歌是玫瑰花的葬礼   后来便喜欢上了你的认错

第624条评论:   刚刚好

第625条评论:   最爱许嵩和老薛

第626条评论:   小野小野小野小野小野

第627条评论:   评论，头一次看到过

第628条评论:   两百多万哦

第629条评论:   二月开花别样红

第630条评论:   我也来贡献评论了

第631条评论:   有东西，但还少一些歇斯底里，这歌毕竟不是哗众取宠，但

第632条评论:   的评论

第633条评论:   你们都是谁派来的猴子猴孙？过了，略丑，我也来让你们更丑。

第634条评论:   六分佳

第635条评论:   麦香村的嵩鼠

第636条评论:   喜欢你的第十二年

